Medicare CCN,Projected to Receive DSH in FY 2024,IHS or PR,Rural Community Hospital Demonstration,New Hospital,2018 UCC (Annualized),Length of 2018 Reporting Period,2019 UCC (Annualized),Length of 2019 Reporting Period,2020 UCC (Annualized),Length of 2020 Reporting Period,Factor 3,Total Uncompensated Care Payment,Total Supplemental Payment,Estimated Per Claim Amount, BILLS 2021 , BILLS 2022 , Claims Average 
110031,YES,NO,NO,NO,"$17,313,447.00 ",365,"$18,792,430.89 ",366,17754201.75,365,0.000528191,3136404.65,N/A,2184.13,"1,464","1,407",1436
110032,YES,NO,NO,NO,"$4,701,164.00 ",365,"$5,050,086.00 ",365,5167958,366,0.000146361,869093.1,N/A,2084.16,483,351,417
110034,YES,NO,NO,NO,"$55,102,355.00 ",365,"$121,881,781.31 ",366,68214798.23,365,0.002393417,14212127.7,N/A,4201.04,"3,622","3,143",3383
110035,YES,NO,NO,NO,"$160,615,300.00 ",365,"$167,675,188.92 ",366,173050246.9,365,0.004918869,29208275.83,N/A,2919.95,"10,341","9,664",10003
110036,YES,NO,NO,NO,"$23,810,151.00 ",334,"$40,399,817.00 ",365,52505383,366,0.001145018,6799123.17,N/A,1172.87,"5,898","5,696",5797
110038,YES,NO,NO,NO,"$27,307,110.00 ",365,"$25,433,796.00 ",365,23316733,366,0.000746167,4430747.06,N/A,2067.54,"2,389","1,897",2143
110040,NO,NO,NO,NO,"$283,915.00 ",365,"$1,863,573.00 ",365,2767104,366,0.000048178,N/A,N/A,N/A, N/A , N/A , N/A 
110041,YES,NO,NO,NO,"$5,527,389.00 ",365,"$6,789,574.43 ",366,5219681.42,365,0.000171763,1019930.59,N/A,2549.83,456,343,400
110042,NO,NO,NO,NO,"$22,694,489.00 ",365,"$22,654,609.58 ",366,22708399.81,365,0.000667755,N/A,N/A,N/A, N/A , N/A , N/A 
110043,YES,NO,NO,NO,"$17,586,563.00 ",365,"$17,059,276.26 ",366,15569285.03,365,0.000492562,2924836.41,N/A,905.24,"3,292","3,169",3231
110044,YES,NO,NO,NO,"$6,488,720.00 ",365,"$6,683,602.76 ",366,7114565.7,365,0.000199076,1182116.72,N/A,2467.88,448,509,479
110045,YES,NO,NO,NO,"$5,409,702.00 ",365,"$6,628,544.00 ",365,7589758,366,0.000192578,1143532.02,N/A,3434.03,323,342,333
110046,YES,NO,NO,NO,"$4,699,433.00 ",365,"$8,951,170.25 ",366,9287869.69,365,0.000224707,1334313.39,N/A,1349.15,986,991,989
110050,YES,NO,NO,NO,"$2,079,552.00 ",365,"$2,554,043.00 ",365,2895903,366,0.000073871,438648.08,N/A,1595.08,312,237,275
110051,YES,NO,NO,NO,"$3,232,290.00 ",365,"$2,632,012.01 ",366,3163341.01,365,0.000088691,526649.48,N/A,578.1,994,827,911
110054,YES,NO,NO,NO,"$41,953,367.00 ",365,"$45,866,313.87 ",366,39767405.11,365,0.001250755,7426992.16,N/A,2255.39,"3,462","3,124",3293
110064,YES,NO,NO,NO,"$27,941,933.00 ",365,"$34,041,152.57 ",366,26433532.77,365,0.000866059,5142662.61,N/A,1893.47,"2,875","2,556",2716
110069,YES,NO,NO,NO,"$24,887,004.00 ",365,"$23,620,569.00 ",365,24314238,366,0.000714687,4243818.24,N/A,1297.8,"3,476","3,064",3270
110071,YES,NO,NO,NO,"$2,945,276.00 ",365,"$3,306,451.23 ",366,2666001.16,365,0.000087389,518916.6,N/A,4435.18,129,104,117
110073,YES,NO,NO,NO,"$26,193,769.00 ",365,"$3,709,343.42 ",366,2782604.75,365,0.000322663,1915972.57,N/A,9725.75,238,155,197
110074,YES,NO,NO,NO,"$37,086,533.00 ",365,"$47,394,854.08 ",366,44095661.95,365,0.001260201,7483082.99,N/A,1325.85,"5,786","5,502",5644
110075,YES,NO,NO,NO,"$12,423,625.00 ",365,"$11,523,630.00 ",365,12880584,366,0.000361576,2147037.94,N/A,1278.76,"1,754","1,604",1679
110076,YES,NO,NO,NO,"$26,606,937.00 ",365,"$29,293,936.64 ",366,28327991.88,365,0.000826051,4905099.18,N/A,2019.39,"2,623","2,234",2429
110078,YES,NO,NO,NO,"$38,390,241.00 ",365,"$81,647,796.41 ",366,44121708.12,365,0.001602333,9514666.33,N/A,2501.23,"4,198","3,410",3804
110079,YES,NO,NO,NO,"$251,411,259.00 ",365,"$260,920,114.00 ",365,269627106,366,0.007672306,45558202.15,N/A,12550.47,"3,737","3,522",3630
110082,NO,NO,NO,NO,"$24,744,486.00 ",365,"$19,443,722.53 ",366,20222647.13,365,0.000632545,N/A,N/A,N/A, N/A , N/A , N/A 
110083,NO,NO,NO,NO,"$42,078,663.00 ",365,"$37,159,538.05 ",366,39315011.06,365,0.001163886,N/A,N/A,N/A, N/A , N/A , N/A 
110086,SCH,NO,NO,NO,"$1,517,301.00 ",365,"$2,637,524.90 ",366,2076122.47,365,0.000060967,N/A,N/A,3042.2,134,103,119
110087,YES,NO,NO,NO,"$80,012,359.00 ",365,"$78,096,343.97 ",58,83764344,366,0.002373966,14096624.03,N/A,2760.8,"5,568","4,644",5106
110089,YES,NO,NO,NO,"$10,736,568.00 ",365,"$10,326,533.00 ",365,9888628,366,0.00030367,1803193.96,N/A,1825.1,"1,101",875,988
110091,YES,NO,NO,NO,"$19,982,782.00 ",365,"$19,718,091.83 ",366,18197509.97,365,0.000567918,3372303.69,N/A,1944.81,"1,740","1,727",1734
110092,YES,NO,NO,NO,"$1,543,141.00 ",365,"$1,647,400.00 ",365,1910808,366,0.000050073,297331.47,N/A,1161.45,283,229,256
110095,YES,NO,NO,NO,"$33,004,677.00 ",365,"$31,723,369.00 ",365,31209025,366,0.000941345,5589710.15,N/A,2710.82,"2,029","2,094",2062
110100,NO,NO,NO,NO,"$1,215,866.00 ",365,"$1,141,772.00 ",365,1434388,366,0.000037246,N/A,N/A,N/A, N/A , N/A , N/A 
110101,NO,NO,NO,NO,"$621,518.00 ",365,"$1,224,983.88 ",366,1673136.41,365,0.000034529,N/A,N/A,N/A, N/A , N/A , N/A 
110104,YES,NO,NO,NO,"$6,807,080.00 ",365,"$5,817,167.55 ",366,6689088.2,365,0.000189684,1126347.79,N/A,1732.84,690,609,650
110105,YES,NO,NO,NO,"$14,453,559.00 ",365,"$8,686,823.00 ",365,13397972,366,0.000359571,2135135.24,N/A,1598.16,"1,380","1,292",1336
110107,YES,NO,NO,NO,"$56,576,950.00 ",365,"$60,211,462.00 ",365,51209144,366,0.001646933,9779498.18,N/A,2016.39,"5,064","4,635",4850
110109,YES,NO,NO,NO,"$3,435,373.00 ",365,"$4,439,988.65 ",366,3715292.07,365,0.000113545,674232.98,N/A,2869.08,251,219,235
110111,YES,NO,NO,NO,"$3,142,011.00 ",365,"$4,005,233.00 ",365,2968488,366,0.000099051,588166.72,N/A,3564.65,163,167,165
110113,YES,NO,NO,NO,"$1,900,073.00 ",365,"$2,003,749.28 ",366,1594318.06,365,0.000053888,319988.27,N/A,5423.53,44,74,59
110121,YES,NO,NO,NO,"$4,280,441.00 ",365,"$4,476,661.00 ",365,4437760,366,0.000129439,768607.75,N/A,6052.03,146,108,127
110122,YES,NO,NO,NO,"$27,136,642.00 ",365,"$35,673,326.00 ",365,31699173,366,0.00092603,5498770.92,N/A,1519.42,"3,884","3,354",3619
110124,SCH,NO,NO,NO,"$5,944,651.00 ",365,"$7,023,051.76 ",366,6783614.47,365,0.000193663,N/A,N/A,1935.98,671,517,594
110125,YES,NO,NO,NO,"$8,108,345.00 ",365,"$9,032,060.63 ",366,9380470.7,365,0.000260164,1544857.48,N/A,940.84,"1,722","1,562",1642
110128,YES,NO,NO,NO,"$6,349,167.00 ",365,"$18,308,596.46 ",366,9668239.14,304,0.00033469,1987388.63,N/A,2664.06,735,757,746
110129,YES,NO,NO,NO,"$4,483,388.00 ",365,"$12,269,669.00 ",365,10902520,366,0.000270467,1606032.28,N/A,610.66,"2,866","2,394",2630
110132,YES,NO,NO,NO,"$4,791,417.00 ",365,"$4,437,468.55 ",366,4373859.44,365,0.000133489,792655.7,N/A,3145.46,281,223,252
110135,YES,NO,NO,NO,"$1,595,357.00 ",365,"$1,783,255.37 ",366,1464391.07,365,0.000047463,281835.45,N/A,1092.39,275,240,258
110142,YES,NO,NO,NO,"$733,463.00 ",365,"$1,061,894.00 ",365,501460,366,0.00002244,133250.42,N/A,876.65,161,142,152
110143,YES,NO,NO,NO,"$63,349,719.00 ",365,"$64,536,718.07 ",366,64381284.15,365,0.001886306,11200894.97,N/A,3349.55,"3,495","3,193",3344
110146,SCH,NO,NO,NO,"$5,660,806.00 ",365,"$5,884,605.79 ",366,4860364.68,365,0.000160826,N/A,N/A,2690.11,403,307,355
110150,YES,NO,NO,NO,"$3,642,526.00 ",365,"$4,197,860.00 ",365,6157171,366,0.000137512,816545.28,N/A,1306.47,664,586,625
110153,YES,NO,NO,NO,"$3,638,168.00 ",365,"$2,479,626.00 ",365,3099276,366,0.000090612,538051.88,N/A,1067.56,517,491,504
110161,YES,NO,NO,NO,"$95,995,129.00 ",365,"$104,045,574.00 ",365,122439266,366,0.003165388,18796097.2,N/A,4919.16,"3,950","3,692",3821
110164,YES,NO,NO,NO,"$12,522,125.00 ",365,"$12,301,084.40 ",366,11027755.48,365,0.000351625,2087951.14,N/A,857.12,"2,728","2,143",2436
110165,YES,NO,NO,NO,"$17,733,748.00 ",365,"$24,593,337.00 ",365,22533219,366,0.000635506,3773638.53,N/A,5155.24,771,693,732
110168,NO,NO,NO,NO,"$12,680,928.00 ",365,"$13,404,977.04 ",366,13636157.26,365,0.000389693,N/A,N/A,N/A, N/A , N/A , N/A 
110177,YES,NO,NO,NO,"$22,641,739.00 ",365,"$22,884,229.48 ",366,24188489.77,365,0.000684131,4062373.48,N/A,1482.08,"2,928","2,554",2741
110184,YES,NO,NO,NO,"$22,707,146.00 ",365,"$23,595,386.11 ",366,21906428.63,365,0.000668955,3972258.32,N/A,2648.17,"1,596","1,404",1500
110189,NO,NO,NO,NO,"$2,019,364.00 ",365,"$1,784,530.00 ",365,1878029,366,0.000055781,N/A,N/A,N/A, N/A , N/A , N/A 
110190,YES,NO,NO,NO,"$347,774.00 ",365,"$274,095.00 ",365,148604,366,0.000007552,44842.69,N/A,44842.69,1,1,1
110191,YES,NO,NO,NO,"$33,622,743.00 ",365,"$35,995,891.12 ",366,30832158.87,365,0.000984757,5847496.68,N/A,1810.93,"3,324","3,134",3229
110192,YES,NO,NO,NO,"$19,224,622.00 ",365,"$22,302,172.16 ",366,17800267.61,365,0.000581284,3451666.92,N/A,1942.41,"1,795","1,759",1777
110194,YES,NO,NO,NO,"$2,422,322.00 ",365,"$3,358,456.75 ",366,2936809.07,365,0.000085398,507091.23,N/A,2864.92,201,153,177
110198,YES,NO,NO,NO,"$17,685,837.00 ",365,"$20,805,413.87 ",366,24655984.08,365,0.000619725,3679930.76,N/A,1866.09,"2,018","1,925",1972
110200,NO,NO,NO,NO,"$1,687,811.00 ",365,"$4,602,313.92 ",366,5578733.44,365,0.000116295,N/A,N/A,N/A, N/A , N/A , N/A 
110201,YES,NO,NO,NO,"$7,150,291.00 ",365,"$7,560,654.88 ",366,6527137.71,365,0.00020822,1236412.92,N/A,1981.43,704,544,624
110209,YES,NO,NO,NO,"$1,711,226.00 ",365,"$2,072,653.00 ",365,2035894,366,0.000057063,338840.9,N/A,230.03,"1,591","1,355",1473
110215,YES,NO,NO,NO,"$27,983,460.00 ",365,"$30,668,302.25 ",366,28161815.85,365,0.000851234,5054632.35,N/A,1225.37,"4,247","4,003",4125
110225,YES,NO,NO,NO,"$11,297,122.00 ",365,"$10,451,789.96 ",366,9884430.64,365,0.000310383,1843054.99,N/A,1321.19,"1,368","1,421",1395
110226,YES,NO,NO,NO,"$11,949,742.00 ",365,"$16,298,471.65 ",366,19027576.92,365,0.00046376,2753808.01,N/A,3840.74,759,674,717
110229,YES,NO,NO,NO,"$21,968,892.00 ",365,"$23,811,118.06 ",366,20482864.11,365,0.000649584,3857232.65,N/A,1507.91,"2,584","2,532",2558
110230,NO,NO,NO,NO,"$11,012,933.00 ",365,"$12,173,065.14 ",366,8641698.2,365,0.000311763,N/A,N/A,N/A, N/A , N/A , N/A 
110233,NO,NO,NO,NO,"$76,854,171.00 ",365,"$53,243,072.57 ",366,18549738.35,365,N/A,N/A,N/A,N/A, N/A , N/A , N/A 
110234,YES,NO,NO,NO,"$1,300,358.00 ",365,"$1,558,742.00 ",365,1617326,366,0.000043903,260698.31,N/A,8409.62,27,34,31
110236,YES,NO,NO,NO,"$277,738.00 ",365,"$4,031,148.76 ",366,2622110.24,365,0.000067495,400783.89,N/A,2726.42,129,165,147
110237,YES,NO,NO,NO,,0,,0,2560566.79,321,0.000076255,452802.69,N/A,1634.67,279,274,277
110246,NO,NO,NO,YES,,,,,,,N/A,N/A,N/A,N/A, N/A , N/A , N/A 
110247,NO,NO,NO,YES,,,,,,,N/A,N/A,N/A,N/A, N/A , N/A , N/A 
110248,NO,NO,NO,YES,,,,,,,N/A,N/A,N/A,N/A, N/A , N/A , N/A 
110249,NO,NO,NO,YES,,,,,,,N/A,N/A,N/A,N/A, N/A , N/A , N/A 
110250,NO,NO,NO,YES,,,,,,,N/A,N/A,N/A,N/A, N/A , N/A , N/A 
110251,NO,NO,NO,YES,,,,,,,N/A,N/A,N/A,N/A, N/A , N/A , N/A 
110252,NO,NO,NO,YES,,,,,,,N/A,N/A,N/A,N/A, N/A , N/A , N/A 
110779,NO,NO,NO,YES,,,,,,,N/A,N/A,N/A,N/A, N/A , N/A , N/A 
120001,YES,NO,NO,NO,"$14,845,586.00 ",365,"$20,785,242.13 ",366,13348548.44,365,0.000479155,2845225.86,N/A,466.74,"6,020","6,171",6096
120002,SCH,NO,NO,NO,"$6,716,375.00 ",365,"$9,691,220.00 ",365,9349982,366,0.000252406,N/A,N/A,1056.23,"1,418","1,419",1419
120004,YES,NO,NO,NO,"$741,949.00 ",365,"$1,078,360.59 ",366,592422.64,365,0.000023585,140050.38,N/A,791.25,178,175,177
120005,SCH,NO,NO,NO,"$647,774.00 ",365,"$398,850.26 ",366,92476.67,365,0.000011164,N/A,N/A,39.27,"1,735","1,641",1688
120006,YES,NO,NO,NO,"$1,277,303.00 ",365,"$1,617,138.00 ",365,2535972,366,0.000053355,316822.86,N/A,243.15,"1,376","1,230",1303
120007,YES,NO,NO,NO,"$1,260,336.00 ",365,"$336,542.96 ",366,1496834.71,365,0.000030573,181542.6,N/A,211.59,916,800,858
120011,YES,NO,NO,NO,"$5,807,140.00 ",365,"$5,267,764.00 ",365,5001591,366,0.000157753,936740.92,N/A,1569.08,624,569,597
120014,SCH,NO,NO,NO,"$2,170,041.00 ",365,"$2,281,772.57 ",366,2337360.23,365,0.000066608,N/A,N/A,629.81,593,662,628
120019,SCH,NO,NO,NO,"$3,040,187.00 ",365,"$3,172,405.48 ",366,2172410.55,365,0.000082142,N/A,N/A,814.29,617,581,599
120022,YES,NO,NO,NO,"$4,291,508.00 ",365,"$4,773,655.49 ",366,5056483.53,365,0.000138543,822666.65,N/A,433.67,"1,927","1,867",1897
120026,YES,NO,NO,NO,"$2,709,311.00 ",365,"$2,515,089.34 ",366,2214713.13,365,0.000072972,433308.58,N/A,241.26,"1,827","1,764",1796
120028,SCH,NO,NO,NO,"$1,392,774.00 ",365,"$2,019,964.85 ",366,937887.53,365,0.000042503,N/A,N/A,723.17,328,369,349
130002,YES,NO,NO,NO,"$18,690,673.00 ",365,"$20,501,082.00 ",365,20014728,366,0.000580681,3448086.32,N/A,1523.01,"2,483","2,044",2264
130003,SCH,NO,NO,NO,"$3,572,429.00 ",365,"$1,648,536.46 ",366,3072627.16,365,0.000081714,N/A,N/A,382.36,"1,380","1,157",1269
130006,YES,NO,NO,NO,"$42,697,429.00 ",365,"$41,677,656.00 ",365,33383400,366,0.001154524,6855568.97,N/A,1347.13,"5,297","4,881",5089
130007,YES,NO,NO,NO,"$28,820,441.00 ",365,"$27,525,159.60 ",366,15939579.76,365,0.000708008,4204159.08,N/A,1177.31,"3,731","3,411",3571
130013,YES,NO,NO,NO,"$12,383,668.00 ",365,"$12,499,373.14 ",366,6724592.2,365,0.000309441,1837464.04,N/A,1533.78,"1,226","1,170",1198
130014,YES,NO,NO,NO,"$6,734,541.00 ",365,"$5,760,560.00 ",365,4918219,366,0.000170843,1014468.67,N/A,1728.23,623,551,587
130018,YES,NO,NO,NO,"$11,966,500.00 ",365,"$11,960,129.00 ",365,12181090,366,0.000354297,2103815.73,N/A,763.91,"3,003","2,504",2754
130025,YES,NO,NO,NO,"$1,776,957.00 ",365,"$1,663,678.00 ",365,1279775,366,0.00004628,274813.47,N/A,977.98,300,262,281
130028,SCH,NO,NO,NO,"$6,623,064.00 ",365,"$14,005,969.00 ",365,8098091,366,0.000280493,N/A,N/A,788.62,"2,100","2,124",2112
130049,YES,NO,NO,NO,"$13,308,178.00 ",365,"$13,453,596.00 ",365,10184691,366,0.000362109,2150208.19,N/A,477.08,"4,486","4,528",4507
130063,NO,NO,NO,NO,"$230,024.00 ",365,$0.00 ,365,0,366,0.000006834,N/A,N/A,N/A, N/A , N/A , N/A 
130065,YES,NO,NO,NO,"$1,130,896.00 ",365,"$1,193,770.00 ",365,340762,366,0.000026048,154671,N/A,618.68,228,271,250
130066,NO,NO,NO,NO,"$253,729.00 ",365,"$329,313.00 ",365,189072,366,0.000007552,N/A,N/A,N/A, N/A , N/A , N/A 
130071,YES,NO,NO,NO,"$3,969,250.07 ",298,"$7,251,700.00 ",365,6590040,366,0.000174373,1035429.72,N/A,1253.55,891,761,826
130073,YES,NO,NO,NO,,0,$0.00 ,271,0,366,0,0,N/A,0,3,2,3
130074,YES,NO,NO,NO,,0,,0,2802814.3,374,0.000083469,495640.98,N/A,514.68,824,"1,101",963
130075,NO,NO,NO,YES,,,,,,,N/A,N/A,N/A,N/A, N/A , N/A , N/A 
140001,SCH,NO,NO,NO,"$3,347,469.00 ",365,"$3,336,972.61 ",366,3631284.54,365,0.000101248,N/A,N/A,799.48,769,735,752
140002,YES,NO,NO,NO,"$5,864,270.00 ",365,"$6,434,266.00 ",365,5781573,366,0.000177265,1052600.52,N/A,524.73,"2,141","1,870",2006
140007,YES,NO,NO,NO,"$14,895,439.00 ",365,"$16,363,029.78 ",366,17044232.94,365,0.000473865,2813811.88,N/A,558.07,"5,189","4,894",5042
140008,YES,NO,NO,NO,"$4,808,873.00 ",365,"$5,275,849.62 ",366,6638399.7,365,0.000164193,974978.27,N/A,544.07,"1,837","1,747",1792
140010,YES,NO,NO,NO,"$33,051,595.00 ",365,"$31,103,500.00 ",365,38590701,366,0.001009133,5992236.95,N/A,421.87,"14,261","14,147",14204
140011,YES,NO,NO,NO,"$4,030,380.00 ",365,"$5,167,942.25 ",366,4352991.42,365,0.00013276,788327.76,N/A,291.87,"3,052","2,350",2701
140012,YES,NO,NO,NO,"$2,364,311.00 ",365,"$6,399,781.00 ",365,1340040,366,0.000098181,582997.97,N/A,609.83,"1,044",868,956
140013,NO,NO,NO,NO,"$2,709,526.00 ",365,"$2,804,764.00 ",365,3204717,366,0.000085584,N/A,N/A,N/A, N/A , N/A , N/A 
140015,SCH,NO,NO,NO,"$13,263,725.00 ",365,"$14,200,179.00 ",365,12961723,366,0.000396406,N/A,N/A,452.41,"5,521","4,884",5203
140018,YES,NO,NO,NO,"$25,312,555.00 ",365,"$26,098,100.36 ",366,35815166.65,365,0.000856864,5088062.55,N/A,5149.86,"1,084",892,988
140019,SCH,NO,NO,NO,"$587,498.00 ",365,"$718,995.15 ",366,478994.73,365,0.000017478,N/A,N/A,894.72,126,106,116
140029,YES,NO,NO,NO,"$11,000,642.00 ",365,"$7,700,073.91 ",366,12162239.16,365,0.000303631,1802961.29,N/A,584.43,"3,503","2,667",3085
140030,YES,NO,NO,NO,"$13,154,328.00 ",365,"$14,947,720.00 ",365,19322034,366,0.00046564,2764973.98,N/A,720.05,"3,851","3,829",3840
140032,SCH,NO,NO,NO,"$3,528,629.00 ",365,"$4,724,157.10 ",366,4796207.39,365,0.000127928,N/A,N/A,528.63,"1,516","1,358",1437
140034,YES,NO,NO,NO,"$2,330,984.00 ",365,"$2,874,994.00 ",365,2603079,366,0.000076537,454476.91,N/A,292.64,"1,644","1,462",1553
140040,YES,NO,NO,NO,"$919,696.00 ",365,"$847,422.30 ",366,4606.59,365,0.000017293,102684.24,N/A,468.88,391,47,219
140043,YES,NO,NO,NO,"$3,289,488.00 ",365,"$4,669,877.81 ",366,4725889.27,365,0.00012434,738334.14,N/A,492.22,"1,659","1,340",1500
140046,YES,NO,NO,NO,"$4,822,487.00 ",365,"$5,570,204.00 ",365,5097854,366,0.000151862,901756.91,N/A,335.23,"2,663","2,717",2690
140048,YES,NO,NO,NO,"$15,369,315.00 ",365,"$20,824,253.00 ",365,19969122,366,0.000550438,3268504.13,N/A,907.41,"3,716","3,488",3602
140049,YES,NO,NO,NO,"$6,002,292.15 ",272,"$7,792,404.95 ",366,3011299.59,365,0.000164175,974873.91,N/A,1013.38,977,946,962
140052,YES,NO,NO,NO,"$2,569,596.00 ",365,"$2,777,698.00 ",365,3355936,366,0.000085439,507338.33,N/A,567.49,957,831,894
140053,YES,NO,NO,NO,"$6,931,344.00 ",365,"$10,814,978.92 ",366,8567364.1,365,0.000257559,1529387.24,N/A,281.6,"5,936","4,925",5431
140054,YES,NO,NO,NO,"$10,693,759.00 ",365,"$8,158,037.21 ",366,7617568.03,365,0.000259875,1543142.24,N/A,720.42,"2,271","2,012",2142
140058,NO,NO,NO,NO,"$3,279,099.00 ",365,"$3,287,297.00 ",365,2418755,366,0.000088057,N/A,N/A,N/A, N/A , N/A , N/A 
140059,NO,NO,NO,NO,"$967,252.00 ",365,"$1,013,644.89 ",366,793987.36,365,0.000027196,N/A,N/A,N/A, N/A , N/A , N/A 
140062,NO,NO,NO,NO,"$8,595,790.00 ",365,"$10,167,637.00 ",365,6324779,366,0.000245564,N/A,N/A,N/A, N/A , N/A , N/A 
140063,YES,NO,NO,NO,"$4,658,855.00 ",365,"$6,728,571.56 ",366,4599836.86,365,0.000156422,928837.5,N/A,552.55,"1,697","1,664",1681
140064,SCH,NO,NO,NO,"$2,858,604.00 ",365,"$3,579,429.00 ",365,3536261,366,0.000097791,N/A,N/A,440.91,"1,301","1,333",1317
140065,NO,NO,NO,NO,"$2,674,496.00 ",365,"$5,414,296.00 ",365,3180863,366,0.000110062,N/A,N/A,N/A, N/A , N/A , N/A 
140067,YES,NO,NO,NO,"$29,251,556.00 ",365,"$25,383,202.00 ",365,29896890,366,0.000830259,4930083.04,N/A,555.19,"9,426","8,334",8880
140068,YES,NO,NO,NO,"$2,531,675.00 ",365,"$2,159,016.89 ",366,1043717.69,365,0.000056169,333530.9,N/A,642.64,540,498,519
140077,YES,NO,NO,NO,"$4,075,084.00 ",365,"$3,537,318.00 ",365,3961748,366,0.000113658,674903.29,N/A,3791.59,230,126,178
140080,YES,NO,NO,NO,"$6,770,384.00 ",365,"$8,410,944.32 ",366,8909608.19,365,0.000236274,1402997.79,N/A,665.56,"2,093","2,123",2108
140082,YES,NO,NO,NO,"$3,340,464.85 ",241,"$4,995,593.44 ",366,2285340.1,365,0.000103746,616047.22,N/A,486.61,"1,298","1,234",1266
140083,YES,NO,NO,NO,"$2,332,549.00 ",365,"$4,449,268.22 ",366,5905843.18,365,0.000124458,739030.28,N/A,1582.51,499,435,467
140084,YES,NO,NO,NO,"$4,123,476.00 ",365,"$6,071,367.00 ",365,10691852,366,0.000205283,1218971.3,N/A,621.92,"2,111","1,808",1960
140088,YES,NO,NO,NO,"$57,022,961.00 ",365,"$53,849,027.42 ",366,29552163.62,365,0.00137526,8166305.63,N/A,1061.11,"7,771","7,621",7696
140089,SCH,NO,NO,NO,"$2,447,042.00 ",365,"$2,862,896.45 ",366,2377883.95,365,0.000075335,N/A,N/A,972.47,494,426,460
140091,YES,NO,NO,NO,"$35,919,245.00 ",365,"$33,725,769.00 ",365,31919189,366,0.00099649,5917165.28,N/A,941.77,"6,502","6,063",6283
140093,YES,NO,NO,NO,"$5,428,368.99 ",242,"$4,073,084.00 ",365,4133642,366,0.000133913,795173.91,N/A,545.76,"1,567","1,347",1457
140095,YES,NO,NO,NO,"$8,646,920.00 ",365,"$8,984,141.91 ",366,11410085.1,365,0.000285186,1693434.4,N/A,4838.38,367,333,350
140100,NO,NO,NO,NO,"$58,294,751.00 ",365,"$16,238,184.82 ",366,2347910.05,365,N/A,N/A,N/A,N/A, N/A , N/A , N/A 
140101,YES,NO,NO,NO,"$3,853,173.00 ",365,"$5,616,366.00 ",365,6956872,366,0.00016116,956966.63,N/A,586.02,"1,674","1,592",1633
140103,YES,NO,NO,NO,"$6,763,230.00 ",365,"$5,311,144.00 ",365,7054191,366,0.000188015,1116432.72,N/A,2537.35,493,387,440
140110,YES,NO,NO,NO,"$3,628,587.00 ",365,"$4,094,346.00 ",365,4278563,366,0.000117731,699086.61,N/A,550.03,"1,339","1,203",1271
140113,YES,NO,NO,NO,"$5,062,750.60 ",242,"$3,770,862.00 ",365,3868539,366,0.000124757,740810.68,N/A,768.48,"1,038",889,964
140114,YES,NO,NO,NO,"$12,338,338.00 ",365,"$12,705,682.00 ",365,12086305,366,0.000364199,2162613.21,N/A,926.57,"2,463","2,204",2334
140115,YES,NO,NO,NO,"$1,784,884.00 ",365,"$1,754,419.37 ",366,1435312.62,365,0.000048774,289622.72,N/A,338.34,915,797,856
140116,YES,NO,NO,NO,"$18,257,634.23 ",427,"$15,985,157.05 ",366,13109211.52,365,0.000464472,2758035.5,N/A,379.48,"6,890","7,646",7268
140117,YES,NO,NO,NO,"$7,560,167.00 ",365,"$9,236,135.52 ",366,9515932.82,365,0.00025804,1532242.9,N/A,361.55,"4,256","4,219",4238
140119,YES,NO,NO,NO,"$31,834,400.00 ",365,"$36,907,472.64 ",366,29668394.19,365,0.000964248,5725713.98,N/A,718.05,"8,282","7,666",7974
140120,YES,NO,NO,NO,"$1,198,344.00 ",365,"$1,369,287.00 ",365,1559821,366,0.000040503,240505.11,N/A,325.89,788,688,738
140122,YES,NO,NO,NO,"$3,346,642.00 ",365,"$3,920,602.00 ",365,5528926,366,0.000125682,746301.03,N/A,297.92,"2,436","2,574",2505
140124,YES,NO,NO,NO,"$508,264,184.00 ",365,"$242,155,552.00 ",365,296681892,366,0.010304462,61187964.99,N/A,49908.62,"1,314","1,137",1226
140125,YES,NO,NO,NO,"$2,990,995.00 ",365,"$3,875,001.00 ",365,5584772,366,0.000122276,726077.34,N/A,796.14,"1,083",740,912
140127,YES,NO,NO,NO,"$4,441,924.00 ",365,"$5,618,876.00 ",365,1835838.1,184,0.000116179,689870.69,N/A,308.81,"2,197","2,271",2234
140130,YES,NO,NO,NO,"$14,783,382.00 ",365,"$17,894,191.82 ",366,14356761.12,365,0.000460782,2736126.47,N/A,765.78,"3,315","3,831",3573
140133,YES,NO,NO,NO,"$9,301,682.00 ",365,"$11,574,383.36 ",366,14893387.32,365,0.000351125,2084981.81,N/A,2084.98,"1,078",921,1000
140135,YES,NO,NO,NO,"$5,155,925.00 ",365,"$7,317,896.00 ",365,8150768,366,0.000202255,1200989.3,N/A,448.97,"2,833","2,517",2675
140137,YES,NO,NO,NO,"$1,166,774.00 ",365,"$1,183,860.55 ",366,953329.73,365,0.000032389,192324.01,N/A,902.93,244,181,213
140143,YES,NO,NO,NO,"$1,785,983.00 ",365,"$2,339,891.00 ",365,2263667,366,0.000062631,371903.53,N/A,601.79,658,578,618
140145,YES,NO,NO,NO,"$836,086.00 ",365,"$1,654,845.18 ",366,1611867.01,365,0.000040174,238554.02,N/A,636.14,368,382,375
140147,YES,NO,NO,NO,"$142,985.00 ",365,"$1,852,588.00 ",365,1010124,366,0.000029236,173600.63,N/A,334.49,483,555,519
