Medicare CCN,Projected to Receive DSH in FY 2024,IHS or PR,Rural Community Hospital Demonstration,New Hospital,2018 UCC (Annualized),Length of 2018 Reporting Period,2019 UCC (Annualized),Length of 2019 Reporting Period,2020 UCC (Annualized),Length of 2020 Reporting Period,Factor 3,Total Uncompensated Care Payment,Total Supplemental Payment,Estimated Per Claim Amount, BILLS 2021 , BILLS 2022 , Claims Average 
330102,YES,NO,NO,NO,"$2,629,065.00 ",365,"$3,436,567.00 ",365,2753058,366,0.000086371,512872.61,N/A,426.68,"1,145","1,259",1202
330103,YES,NO,NO,NO,"$2,783,941.00 ",365,"$3,398,466.00 ",365,2972566,366,0.000089718,532746.83,N/A,298.29,"2,051","1,520",1786
330104,YES,NO,NO,NO,"$6,251,832.00 ",365,"$7,419,068.00 ",365,6786308,366,0.000200535,1190778.52,N/A,358.24,"3,178","3,470",3324
330106,YES,NO,NO,NO,"$23,987,333.00 ",365,"$23,858,668.00 ",365,21707208,366,0.000682184,4050815.33,N/A,297.48,"13,380","13,854",13617
330107,YES,NO,NO,NO,"$4,203,949.00 ",365,"$4,154,226.00 ",365,951631,366,0.000090978,540229.46,N/A,127.08,"4,355","4,146",4251
330111,YES,NO,NO,NO,"$178,277.00 ",365,"$185,938.00 ",365,570370,366,0.000009213,54708.69,N/A,253.28,234,197,216
330115,YES,NO,NO,NO,"$1,571,309.00 ",365,"$1,468,369.00 ",365,1493127,366,0.000044486,264157.72,N/A,444.71,662,526,594
330119,YES,NO,NO,NO,"$25,608,289.00 ",365,"$21,687,021.00 ",365,23052706,366,0.000690738,4101607.55,N/A,740.1,"5,651","5,432",5542
330125,YES,NO,NO,NO,"$19,272,766.00 ",365,"$16,763,990.00 ",365,16799598,366,0.000518639,3079681.27,N/A,730.13,"4,708","3,728",4218
330126,YES,NO,NO,NO,"$12,325,350.00 ",365,"$12,955,700.00 ",365,12464971,366,0.00037023,2198428.15,N/A,331.84,"6,757","6,493",6625
330127,YES,NO,NO,NO,"$99,003,954.00 ",365,"$96,125,304.01 ",366,111586853.1,365,0.003011391,17881661.35,N/A,7141.24,"2,404","2,603",2504
330128,YES,NO,NO,NO,"$159,661,777.00 ",365,"$140,728,827.57 ",366,156474467.9,365,0.00448609,26638432.03,N/A,17571.53,"1,442","1,589",1516
330135,YES,NO,NO,NO,"$3,003,346.00 ",365,"$3,602,218.00 ",365,3880822,366,0.000102864,610806.99,N/A,766.38,773,820,797
330136,SCH,NO,NO,NO,"$2,643,925.00 ",365,"$5,980,554.00 ",365,2597073,366,0.000109402,N/A,N/A,223.62,"3,096","2,713",2905
330140,YES,NO,NO,NO,"$9,799,162.00 ",365,"$9,210,841.82 ",366,4387023.4,365,0.000229058,1360145.35,N/A,243.23,"6,202","4,982",5592
330141,YES,NO,NO,NO,"$7,709,286.00 ",365,"$8,241,362.00 ",365,8630311,366,0.000241172,1432078.8,N/A,396.15,"3,588","3,642",3615
330144,YES,NO,NO,NO,"$572,545.00 ",365,"$571,537.00 ",365,442589,366,0.000015553,92352.79,N/A,2368.02,46,32,39
330151,YES,NO,NO,NO,"$860,959.00 ",365,"$798,965.00 ",365,608232.84,365,0.000022238,132047.71,N/A,423.23,288,336,312
330153,YES,NO,NO,NO,"$7,075,141.00 ",365,"$7,013,893.00 ",365,5673034,366,0.000193746,1150467.01,N/A,386.58,"3,135","2,817",2976
330154,NO,NO,NO,NO,$0.00 ,365,$0.00 ,365,0,366,0,N/A,N/A,N/A, N/A , N/A , N/A 
330157,SCH,NO,NO,NO,"$3,170,317.00 ",365,"$2,785,140.00 ",365,2937220,366,0.000087303,N/A,N/A,281.44,"1,895","1,789",1842
330158,YES,NO,NO,NO,"$5,819,580.00 ",365,"$7,671,127.00 ",365,7755809,366,0.000208299,1236880.76,N/A,285.32,"4,115","4,555",4335
330160,YES,NO,NO,NO,"$22,426,751.00 ",365,"$23,490,779.00 ",365,17749156,366,0.000623905,3704750.13,N/A,468.78,"7,870","7,935",7903
330162,YES,NO,NO,NO,"$3,450,570.00 ",365,"$1,183,541.00 ",365,2625284,366,0.000071601,425166.56,N/A,163.21,"2,637","2,572",2605
330163,YES,NO,NO,NO,"$836,098.00 ",365,"$1,215,196.00 ",365,499102,366,0.000024906,147889.74,N/A,859.82,214,130,172
330164,YES,NO,NO,NO,"$6,304,522.00 ",365,"$7,020,727.13 ",366,5719342.62,365,0.00018664,1108267.57,N/A,402.71,"2,955","2,548",2752
330166,NO,NO,NO,NO,"$164,439.00 ",365,"$234,790.00 ",365,535138,366,0.000009196,N/A,N/A,N/A, N/A , N/A , N/A 
330169,YES,NO,NO,NO,"$14,940,150.00 ",365,"$17,374,125.00 ",365,18590525,366,0.000499368,2965249.23,N/A,569.69,"5,132","5,278",5205
330175,YES,NO,NO,NO,"$1,793,359.00 ",365,"$2,142,104.22 ",366,919576.5,365,0.000047462,281829.64,N/A,303.7,862,993,928
330180,YES,NO,NO,NO,"$8,002,743.00 ",365,"$9,749,623.41 ",366,6392027.56,365,0.000236344,1403412.74,N/A,614.45,"2,279","2,289",2284
330181,YES,NO,NO,NO,"$4,214,141.00 ",365,"$5,153,208.00 ",365,5330995,366,0.000144147,855943.22,N/A,583.86,"1,392","1,539",1466
330182,NO,NO,NO,NO,"$10,940,427.00 ",365,"$10,035,807.00 ",365,9034929,366,N/A,N/A,N/A,N/A, N/A , N/A , N/A 
330184,YES,NO,NO,NO,"$4,869,263.00 ",365,"$5,326,062.00 ",365,4246892,366,0.000141533,840424.29,N/A,449.42,"1,853","1,886",1870
330185,NO,NO,NO,NO,"$3,279,642.00 ",365,"$1,901,592.00 ",365,1537196,366,0.000066003,N/A,N/A,N/A, N/A , N/A , N/A 
330188,YES,NO,NO,NO,"$1,973,027.00 ",365,"$2,306,762.00 ",365,2081929,366,0.000062361,370301.35,N/A,470.52,736,837,787
330191,YES,NO,NO,NO,"$8,007,015.00 ",365,"$6,531,930.00 ",365,5309933,366,0.000194742,1156380.39,N/A,404.05,"2,942","2,781",2862
330193,YES,NO,NO,NO,"$9,915,369.00 ",365,"$11,970,865.00 ",365,9787626,366,0.000310326,1842720.01,N/A,1098.16,"1,617","1,739",1678
330194,YES,NO,NO,NO,"$22,782,454.00 ",365,"$20,385,038.00 ",365,19886602,366,0.000618818,3674547.16,N/A,490.27,"7,609","7,380",7495
330195,YES,NO,NO,NO,"$40,066,607.00 ",365,"$38,671,014.00 ",365,34264945,366,0.001108344,6581354.81,N/A,557.03,"11,906","11,724",11815
330196,YES,NO,NO,NO,"$74,711,670.00 ",365,"$81,451,057.42 ",366,84704392.77,365,0.002363019,14031623.61,N/A,4538.04,"3,019","3,165",3092
330197,SCH,NO,NO,NO,"$650,915.00 ",365,"$2,410,936.00 ",365,1975106,366,0.000049207,N/A,N/A,226.16,"1,338","1,245",1292
330198,YES,NO,NO,NO,"$5,502,889.00 ",365,"$6,791,746.00 ",365,6871544,366,0.000187939,1115983.71,N/A,186.25,"6,132","5,852",5992
330199,YES,NO,NO,NO,"$61,958,143.00 ",365,"$59,553,335.18 ",366,81921802.06,365,0.001998786,11868802.85,N/A,29672.01,393,407,400
330202,YES,NO,NO,NO,"$162,178,097.00 ",365,"$133,558,770.56 ",366,138082640,365,0.004259578,25293400.36,N/A,17171.35,"1,482","1,464",1473
330203,YES,NO,NO,NO,"$6,128,203.00 ",365,"$5,727,354.00 ",365,5490635,366,0.000170202,1010658.65,N/A,242.71,"4,273","4,055",4164
330204,YES,NO,NO,NO,"$178,448,208.00 ",365,"$167,558,890.55 ",366,206701619.5,365,0.005428416,32233969.68,N/A,18273.23,"1,673","1,855",1764
330205,NO,NO,NO,NO,"$1,469,432.00 ",365,"$2,323,476.00 ",365,1653876,366,0.000053285,N/A,N/A,N/A, N/A , N/A , N/A 
330208,YES,NO,NO,NO,"$5,278,749.00 ",365,"$6,348,999.00 ",365,6294937,366,0.000175743,1043564.93,N/A,389.97,"2,766","2,585",2676
330211,YES,NO,NO,NO,"$1,730,457.00 ",365,"$1,538,290.00 ",365,1525516,366,0.000047055,279413.61,N/A,434.55,675,610,643
330214,YES,NO,NO,NO,"$88,537,105.00 ",365,"$81,898,983.22 ",366,82952055.96,365,0.002486849,14766926.98,N/A,590.54,"24,647","25,364",25006
330215,YES,NO,NO,NO,"$1,772,303.00 ",365,"$1,370,908.00 ",365,2275876,366,0.000053311,316559.48,N/A,408.99,751,797,774
330218,SCH,NO,NO,NO,"$1,051,315.00 ",365,"$1,970,248.00 ",365,1847908,366,0.000047678,N/A,N/A,314.57,896,903,900
330219,YES,NO,NO,NO,"$10,023,526.00 ",365,"$11,848,114.00 ",365,14049232,366,0.000352523,2093283.36,N/A,822.83,"2,660","2,428",2544
330221,YES,NO,NO,NO,"$7,547,813.00 ",365,"$6,995,379.00 ",365,2982973,366,0.000171546,1018640.93,N/A,782.37,"1,305","1,299",1302
330222,YES,NO,NO,NO,"$6,065,741.00 ",365,"$6,756,834.00 ",365,7004642,366,0.000194499,1154938.71,N/A,420.13,"2,769","2,729",2749
330223,SCH,NO,NO,NO,"$747,610.00 ",365,"$1,873,652.00 ",365,1605,366,0.000025414,N/A,N/A,355.92,382,465,424
330224,YES,NO,NO,NO,"$4,474,418.00 ",365,"$3,861,637.00 ",365,4482817,366,0.0001259,747597.51,N/A,330.07,"2,268","2,261",2265
330226,YES,NO,NO,NO,"$10,331,059.00 ",365,"$11,917,013.00 ",365,9925021,366,0.00031529,1872193.83,N/A,712.4,"2,887","2,368",2628
330229,YES,NO,NO,NO,"$1,756,333.00 ",365,"$1,173,725.00 ",365,950221,366,0.000038099,226233.77,N/A,517.7,458,416,437
330231,YES,NO,NO,NO,"$112,332,639.00 ",365,"$114,972,639.47 ",366,134989612.1,365,0.003556718,21119817.42,N/A,20075.87,980,"1,123",1052
330233,YES,NO,NO,NO,"$29,116,111.00 ",365,"$27,081,059.00 ",365,28041212,366,0.000826803,4909559.12,N/A,1721.44,"3,109","2,594",2852
330234,YES,NO,NO,NO,"$24,411,058.00 ",365,"$21,629,572.00 ",365,17395063,366,0.000622167,3694430.77,N/A,652.38,"5,580","5,745",5663
330235,SCH,NO,NO,NO,"$2,275,989.00 ",365,"$2,395,109.00 ",365,2163575,366,0.000067021,N/A,N/A,270.18,"1,598","1,348",1473
330238,YES,NO,NO,NO,"$1,425,437.00 ",365,"$1,523,114.00 ",365,1020216.48,365,0.000038873,230825.21,N/A,426.66,562,519,541
330239,YES,NO,NO,NO,"$3,001,610.00 ",365,"$965,414.00 ",365,2606366,366,0.000064872,385209.45,N/A,316,"1,261","1,177",1219
330240,YES,NO,NO,NO,"$54,676,546.00 ",365,"$40,509,464.17 ",366,68148187.23,365,0.001607047,9542654.25,N/A,10474.92,931,890,911
330241,YES,NO,NO,NO,"$14,672,890.00 ",365,"$8,294,385.00 ",365,6944700,366,0.000293914,1745261.57,N/A,285.83,"6,741","5,470",6106
330245,YES,NO,NO,NO,"$3,940,395.00 ",365,"$3,035,101.00 ",365,3438487,366,0.000102307,607498.03,N/A,241.17,"2,560","2,478",2519
330246,YES,NO,NO,NO,"$4,059,776.00 ",365,"$2,920,365.00 ",365,3580644,366,0.000103798,616355,N/A,326.11,"1,954","1,825",1890
330250,SCH,NO,NO,NO,"$3,622,758.00 ",365,"$4,281,157.00 ",365,4112645,366,0.00011782,N/A,N/A,241.83,"3,039","2,747",2893
330259,YES,NO,NO,NO,"$7,365,040.00 ",365,"$6,089,112.00 ",365,8357737,366,0.000214387,1273028.55,N/A,548.72,"2,189","2,451",2320
330261,YES,NO,NO,NO,"$1,865,958.00 ",365,"$3,880,324.00 ",365,3340708,366,0.000088909,527941.51,N/A,210.84,"2,445","2,562",2504
330264,YES,NO,NO,NO,"$5,099,024.00 ",365,"$4,769,945.00 ",365,4781051,366,0.00014377,853708.23,N/A,303.38,"2,828","2,799",2814
330265,YES,NO,NO,NO,"$1,169,015.00 ",365,"$1,650,917.00 ",365,1706169,366,0.00004437,263467.71,N/A,581.61,458,447,453
330267,YES,NO,NO,NO,"$2,721,590.00 ",365,"$4,172,372.00 ",365,6107904,366,0.000127657,758028.91,N/A,292.56,"2,653","2,529",2591
330268,NO,NO,NO,NO,"$23,215.02 ",287,,,,,0.00000069,N/A,N/A,N/A, N/A , N/A , N/A 
330270,NO,NO,NO,NO,"$8,487,171.00 ",365,"$8,918,590.00 ",365,8079948,366,0.000249916,N/A,N/A,N/A, N/A , N/A , N/A 
330273,NO,NO,NO,NO,"$2,762,788.00 ",365,"$3,221,808.21 ",273,2382082,366,0.00008195,N/A,N/A,N/A, N/A , N/A , N/A 
330276,YES,NO,NO,NO,"$2,003,053.00 ",365,"$2,091,253.00 ",365,1993613,366,0.000059712,354571.22,N/A,716.31,481,508,495
330277,YES,NO,NO,NO,"$1,749,529.00 ",365,"$1,888,520.97 ",366,1660520.94,365,0.000051948,308466.15,N/A,287.21,"1,104","1,044",1074
330279,YES,NO,NO,NO,"$5,964,924.00 ",365,"$6,979,676.00 ",365,6514621,366,0.000190777,1132833.48,N/A,370.33,"3,368","2,750",3059
330285,YES,NO,NO,NO,"$33,609,345.00 ",365,"$34,918,521.82 ",366,31984359.96,365,0.000985716,5853185.7,N/A,992.74,"6,584","5,207",5896
330286,YES,NO,NO,NO,"$16,874,103.00 ",365,"$13,798,025.00 ",365,20002081,366,0.000498189,2958248.89,N/A,448.29,"6,578","6,620",6599
330304,YES,NO,NO,NO,"$7,438,184.00 ",365,"$10,343,842.00 ",365,9065676,366,0.000263001,1561698.96,N/A,233.61,"6,465","6,905",6685
330307,YES,NO,NO,NO,"$3,981,872.00 ",365,"$4,699,701.00 ",365,3439421,366,0.000118713,704921.2,N/A,420.35,"1,796","1,558",1677
330331,NO,NO,NO,NO,"$2,612,229.00 ",365,"$3,811,206.00 ",365,3336369,366,0.000095593,N/A,N/A,N/A, N/A , N/A , N/A 
330332,YES,NO,NO,NO,"$4,422,529.00 ",365,"$4,236,079.00 ",365,5982531,366,0.00014387,854301.29,N/A,320.44,"2,574","2,758",2666
330350,YES,NO,NO,NO,"$9,404,815.00 ",365,"$8,074,203.00 ",365,9401659,366,0.000264015,1567724.98,N/A,1360.87,"1,168","1,135",1152
330354,NO,NO,NO,NO,$0.00 ,365,$0.00 ,366,0,365,0,N/A,N/A,N/A, N/A , N/A , N/A 
330386,SCH,NO,NO,NO,"$4,591,456.00 ",365,"$3,774,174.00 ",365,3482592,366,0.00011629,N/A,N/A,584.7,"1,169","1,193",1181
330393,YES,NO,NO,NO,"$56,406,142.00 ",365,"$28,102,871.00 ",365,36949882,366,0.001195324,7097841.17,N/A,518.13,"13,693","13,704",13699
330394,YES,NO,NO,NO,"$9,233,376.00 ",365,"$9,447,249.00 ",365,9366942,366,0.000275159,1633898.67,N/A,435.94,"3,879","3,616",3748
330395,YES,NO,NO,NO,"$5,037,179.00 ",365,"$4,433,662.00 ",365,5023518,366,0.000142335,845186.02,N/A,540.05,"1,513","1,616",1565
330396,YES,NO,NO,NO,"$84,143,692.00 ",365,"$59,132,202.96 ",366,72451828.82,365,0.002120454,12591269.44,N/A,21671.72,559,603,581
330399,YES,NO,NO,NO,"$51,902,503.00 ",365,"$35,606,484.00 ",365,45179731,366,0.001304481,7746019.59,N/A,8214.23,951,935,943
330401,NO,NO,NO,NO,"$3,847,083.00 ",365,"$3,756,661.00 ",365,8023848,366,0.000153831,N/A,N/A,N/A, N/A , N/A , N/A 
330405,NO,NO,NO,NO,$0.00 ,365,"$405,056.26 ",366,0,365,0.00001167,N/A,N/A,N/A, N/A , N/A , N/A 
330406,NO,NO,NO,NO,"$744,385.00 ",365,"$977,074.08 ",366,0,365,0.000025134,N/A,N/A,N/A, N/A , N/A , N/A 
330410,NO,NO,NO,NO,,,,,0,366,0,N/A,N/A,N/A, N/A , N/A , N/A 
330411,NO,NO,NO,YES,,,,,,,N/A,N/A,N/A,N/A, N/A , N/A , N/A 
330412,NO,NO,NO,YES,,,,,,,N/A,N/A,N/A,N/A, N/A , N/A , N/A 
340001,YES,NO,NO,NO,"$31,010,568.00 ",365,"$46,788,127.00 ",365,40462166,366,0.00115813,6876986.06,N/A,1174.15,"6,043","5,670",5857
340002,YES,NO,NO,NO,"$67,452,720.00 ",365,"$44,663,849.42 ",242,74367010,366,0.00183521,10897489.52,N/A,944.98,"12,171","10,893",11532
340003,YES,NO,NO,NO,"$6,421,483.00 ",365,"$6,331,518.00 ",365,6100699,366,0.000184965,1098320.89,N/A,944.39,"1,287","1,039",1163
340004,YES,NO,NO,NO,"$16,862,967.00 ",365,"$23,947,152.36 ",366,20854754.2,365,0.000604014,3586640.47,N/A,1521.05,"2,500","2,216",2358
340008,YES,NO,NO,NO,"$13,613,213.00 ",365,"$14,746,356.00 ",365,15158492,366,0.00042692,2535054.25,N/A,1838.33,"1,505","1,252",1379
340010,SCH,NO,NO,NO,"$17,488,418.00 ",365,"$18,867,394.51 ",366,14950909.48,365,0.000502816,N/A,N/A,1033.48,"3,127","2,650",2889
340013,YES,NO,NO,NO,"$3,440,105.00 ",365,"$6,030,370.44 ",366,4267773.58,365,0.00013435,797774.03,N/A,938.56,843,857,850
340014,YES,NO,NO,NO,"$64,643,178.00 ",365,"$54,674,192.00 ",365,62438783,366,0.001785114,10600018.47,N/A,1348.09,"8,761","6,964",7863
340015,YES,NO,NO,NO,"$7,385,365.00 ",365,"$14,914,500.00 ",365,16800133,366,0.000383152,2275161.01,N/A,1180.06,"2,115","1,740",1928
340016,YES,NO,NO,NO,"$3,143,595.00 ",365,"$6,040,084.82 ",366,5589148.9,365,0.000144624,858780.05,N/A,952.08,984,820,902
340017,YES,NO,NO,NO,"$10,385,411.00 ",365,"$11,300,638.35 ",366,9876222.21,365,0.000309424,1837363.06,N/A,713.26,"2,740","2,411",2576
340020,YES,NO,NO,NO,"$6,414,866.00 ",365,"$4,605,967.00 ",365,5524305,366,0.000162605,965551.01,N/A,955.99,"1,073",947,1010
340021,YES,NO,NO,NO,"$24,886,060.00 ",365,"$24,358,908.00 ",365,26102348,366,0.000739519,4391270.05,N/A,1441.18,"3,314","2,779",3047
340023,YES,NO,NO,NO,"$7,816,657.00 ",365,"$8,443,751.00 ",365,8047109,366,0.000238389,1415557.76,N/A,1348.15,"1,039","1,060",1050
340024,YES,NO,NO,NO,"$4,601,143.00 ",365,"$5,666,489.00 ",365,5338160,366,0.00015298,908395.96,N/A,1284.86,758,655,707
340027,YES,NO,NO,NO,"$11,009,400.00 ",365,"$13,332,456.72 ",366,13730374.68,365,0.000373377,2217114.97,N/A,1214.86,"2,076","1,573",1825
340028,YES,NO,NO,NO,"$68,115,118.00 ",365,"$50,847,722.00 ",365,42979239,366,0.001589578,9438926.37,N/A,1344.77,"7,701","6,336",7019
340030,YES,NO,NO,NO,"$88,457,773.00 ",365,"$89,506,577.50 ",366,103327401.3,365,0.002761389,16397145.59,N/A,1657.45,"10,555","9,230",9893
340032,YES,NO,NO,NO,"$35,989,385.00 ",365,"$39,729,149.02 ",366,41696940.07,365,0.001151903,6840006.97,N/A,1265.96,"5,686","5,119",5403
340039,YES,NO,NO,NO,"$6,913,999.00 ",365,"$7,127,599.00 ",365,6809891,366,0.000204528,1214487.7,N/A,567.25,"2,251","2,030",2141
340040,YES,NO,NO,NO,"$69,338,557.00 ",365,"$89,126,609.00 ",365,88713625,366,0.00242332,14389688.05,N/A,1259.05,"12,064","10,793",11429
340041,YES,NO,NO,NO,"$7,761,922.00 ",365,"$7,283,961.94 ",366,6817861.04,365,0.000214506,1273739.56,N/A,1138.28,"1,213","1,024",1119
340042,YES,NO,NO,NO,"$23,999,428.00 ",365,"$18,408,210.00 ",365,16457481,366,0.000577845,3431249.06,N/A,2272.35,"1,607","1,412",1510
340047,YES,NO,NO,NO,"$75,782,043.00 ",365,"$75,409,354.03 ",366,77633887.45,365,0.002245408,13333248.46,N/A,1880.84,"7,531","6,646",7089
340049,NO,NO,NO,NO,"$247,596.00 ",365,"$594,479.00 ",365,479814,366,0.000012924,N/A,N/A,N/A, N/A , N/A , N/A 
340050,SCH,NO,NO,NO,"$19,240,096.00 ",365,"$28,490,945.00 ",365,29892673,366,0.000760913,N/A,N/A,1736.47,"2,952","2,251",2602
340051,SCH,NO,NO,NO,"$6,060,340.00 ",365,"$7,366,300.00 ",365,7726022,366,0.00020746,N/A,N/A,904.48,"1,397","1,327",1362
340053,YES,NO,NO,NO,"$39,743,138.00 ",365,"$39,076,248.00 ",365,44386808,366,0.00120951,7182081.44,N/A,1512.02,"5,170","4,329",4750
340060,YES,NO,NO,NO,"$4,525,697.00 ",365,"$4,983,488.61 ",366,4392039.11,365,0.000136281,809239.21,N/A,1692.97,527,428,478
340061,YES,NO,NO,NO,"$100,933,328.00 ",365,"$101,390,489.84 ",366,91100702.02,365,0.002877703,17087818.97,N/A,2533.03,"7,166","6,325",6746
340064,YES,NO,NO,NO,"$4,320,420.00 ",365,"$6,331,473.50 ",366,6488963.41,365,0.00016801,997644.7,N/A,1437.53,646,741,694
340068,YES,NO,NO,NO,"$6,166,256.00 ",365,"$4,741,829.00 ",365,3922931,366,0.000145551,864284.6,N/A,759.48,"1,246","1,029",1138
340069,YES,NO,NO,NO,"$58,011,826.00 ",365,"$89,286,379.00 ",365,86367166,366,0.002289384,13594379.05,N/A,1907.72,"7,231","7,021",7126
340070,YES,NO,NO,NO,"$19,588,447.00 ",365,"$20,082,583.00 ",365,19847505,366,0.000583893,3467159.71,N/A,1584.63,"2,350","2,026",2188
340071,YES,NO,NO,NO,"$11,264,772.00 ",365,"$16,720,996.00 ",365,11655038,366,0.000387848,2303042.8,N/A,1836.56,"1,422","1,086",1254
340073,YES,NO,NO,NO,"$33,352,194.00 ",365,"$29,322,580.16 ",366,24367382.55,365,0.000853813,5069949.78,N/A,1541.96,"3,449","3,127",3288
340075,YES,NO,NO,NO,"$12,328,465.00 ",365,"$12,384,504.00 ",365,11752663,366,0.000357704,2124049.69,N/A,1561.8,"1,419","1,300",1360
340084,YES,NO,NO,NO,"$2,623,344.00 ",365,"$3,492,126.00 ",365,3303905,366,0.000092316,548174.61,N/A,3262.94,174,161,168
340085,YES,NO,NO,NO,"$10,802,563.00 ",365,"$9,076,158.00 ",365,10669149,366,0.000300063,1781776.85,N/A,3227.86,597,506,552
340087,YES,NO,NO,NO,"$8,602,266.00 ",365,"$7,750,570.00 ",365,8093552,366,0.000239974,1424965.01,N/A,2974.87,511,447,479
340090,YES,NO,NO,NO,"$16,591,034.00 ",365,"$17,820,706.15 ",366,12204919.78,365,0.000456618,2711399.19,N/A,973.57,"2,931","2,638",2785
340091,YES,NO,NO,NO,"$80,566,540.00 ",365,"$90,076,965.00 ",365,90818532,366,0.002564541,15228259.74,N/A,2044.34,"7,943","6,955",7449
340096,YES,NO,NO,NO,"$8,462,382.00 ",365,"$8,393,254.78 ",366,8295108.23,365,0.000246761,1465270.58,N/A,1996.28,766,702,734
340097,YES,NO,NO,NO,"$7,087,644.00 ",365,"$6,329,601.00 ",365,7407179,366,0.000204513,1214398.72,N/A,1495.56,918,706,812
340098,YES,NO,NO,NO,"$18,706,472.00 ",365,"$28,083,665.00 ",365,25504299,366,0.000708154,4205021.71,N/A,819.21,"5,058","5,208",5133
340099,YES,NO,NO,NO,"$7,202,035.00 ",365,"$9,374,441.00 ",365,8037355,366,0.000241144,1431913.33,N/A,1367.63,"1,089","1,004",1047
340107,YES,NO,NO,NO,"$10,258,610.00 ",365,"$9,644,546.00 ",365,9609446,366,0.000289615,1719737.06,N/A,1967.66,959,788,874
340109,SCH,NO,NO,NO,"$12,711,843.00 ",365,"$12,156,121.00 ",365,15122822,366,0.000392763,N/A,N/A,1297.84,"1,843","1,750",1797
340113,YES,NO,NO,NO,"$108,159,447.00 ",365,"$155,883,372.00 ",365,147969736,366,0.004037143,23972580.27,N/A,2547.29,"10,147","8,675",9411
340114,YES,NO,NO,NO,"$26,671,235.00 ",365,"$25,612,969.48 ",366,23215525.4,365,0.000740586,4397604.44,N/A,530.6,"8,350","8,226",8288
340115,YES,NO,NO,NO,"$36,741,563.00 ",365,"$36,541,173.00 ",365,36655665,366,0.001078691,6405276.1,N/A,935.08,"7,329","6,370",6850
340116,YES,NO,NO,NO,"$12,718,117.00 ",365,"$7,568,167.00 ",365,8868586,366,0.000286678,1702294.37,N/A,825.96,"2,085","2,036",2061
340119,YES,NO,NO,NO,"$9,568,029.00 ",365,"$9,241,109.00 ",365,8067154,366,0.000263591,1565206.49,N/A,1382.69,"1,189","1,074",1132
340120,YES,NO,NO,NO,"$7,610,179.00 ",365,"$8,326,002.00 ",365,7797755,366,0.000232738,1382001.8,N/A,1704.07,845,777,811
340123,YES,NO,NO,NO,"$9,802,431.00 ",365,"$9,842,903.00 ",365,10597470,366,0.00029681,1762461.52,N/A,2576.7,700,667,684
340126,YES,NO,NO,NO,"$8,051,356.00 ",365,"$7,435,448.91 ",366,9256690.5,365,0.000243037,1443158.06,N/A,759.96,"2,158","1,640",1899
340127,YES,NO,NO,NO,"$9,242,323.00 ",365,"$5,645,587.00 ",365,6447801,366,0.000209759,1245552.79,N/A,2526.48,492,493,493
340129,YES,NO,NO,NO,"$4,931,917.00 ",365,"$4,324,069.00 ",365,4363031,366,0.000133683,793813.03,N/A,815.84,997,949,973
340130,YES,NO,NO,NO,"$17,522,918.00 ",365,"$23,842,669.00 ",365,21246033,366,0.000613431,3642556.82,N/A,1379.23,"2,640","2,642",2641
340131,SCH,NO,NO,NO,"$15,387,289.00 ",365,"$20,098,602.00 ",365,16508643,366,0.000509295,N/A,N/A,565.48,"5,643","5,053",5348
340132,YES,NO,NO,NO,"$7,475,278.00 ",365,"$7,433,971.00 ",365,13742015,366,0.000281843,1673585.85,N/A,1538.22,"1,164","1,011",1088
340133,YES,NO,NO,NO,"$1,977,985.00 ",365,"$2,111,654.64 ",366,2322895.71,365,0.000062929,373670.26,N/A,1102.27,382,295,339
340141,SCH,NO,NO,NO,"$45,221,712.00 ",365,"$44,141,209.00 ",365,40614798,366,0.001274968,N/A,N/A,689.57,"11,746","10,211",10979
340142,SCH,NO,NO,NO,"$8,021,038.00 ",365,"$9,150,527.00 ",365,12132678,366,0.000287758,N/A,N/A,764.18,"2,248","2,223",2236
340143,YES,NO,NO,NO,"$19,414,242.00 ",365,"$16,215,920.82 ",366,23182283.57,365,0.000578136,3432977.36,N/A,1732.95,"2,042","1,919",1981
340144,YES,NO,NO,NO,"$4,777,654.00 ",365,"$4,314,053.00 ",365,4195250,366,0.000130394,774279.92,N/A,2530.33,369,242,306
340145,YES,NO,NO,NO,"$10,024,830.00 ",365,"$13,043,758.00 ",365,12143505,366,0.000345101,2049211.03,N/A,1531.55,"1,394","1,281",1338
340147,YES,NO,NO,NO,"$13,986,191.00 ",365,"$20,401,582.25 ",366,14029940.17,365,0.000473723,2812971.91,N/A,837.19,"3,543","3,176",3360
340148,NO,NO,NO,NO,"$2,040,056.00 ",365,"$1,932,493.00 ",365,3190934,366,0.00007044,N/A,N/A,N/A, N/A , N/A , N/A 
340151,SCH,NO,NO,NO,"$7,895,329.00 ",365,"$7,921,890.00 ",365,9417240,366,0.000247758,N/A,N/A,1094.63,"1,527","1,161",1344
340155,YES,NO,NO,NO,"$32,733,011.00 ",365,"$33,917,553.20 ",366,31258734.38,365,0.00096022,5701794.14,N/A,1652.22,"3,659","3,242",3451
340156,YES,YES,NO,NO,$0.00 ,365,$0.00 ,365,0,366,0,0,"$46,595.63 ",401.69,101,131,116
340158,YES,NO,NO,NO,"$8,081,523.00 ",365,"$7,664,532.00 ",365,7898184,366,0.000232051,1377918.28,N/A,831.57,"1,610","1,703",1657
340159,YES,NO,NO,NO,"$2,358,697.00 ",365,"$1,958,932.06 ",366,3967510.19,365,0.000081558,484292.69,N/A,1976.7,263,226,245
